nama_perusahaan,jenis_badan_usaha,provinsi,nib,npwp,telepon,email,alamat,jumlah_izin,jumlah_izin_nikel,jumlah_izin_lainnya,status_iup,komoditas,golongan,lokasi_izin,total_luas_ha,nilai_investasi_usd_juta,nilai_investasi_idr_miliar,tahun_investasi,kapasitas_produksi_ton_tahun,jenis_kapasitas,status_operasional,sumber_data_investasi,sumber_data_kapasitas,catatan
HALMAHERA INTERNATIONAL RESOURCES,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1219000342537,002505357*******,0811556040,hir122007@gmail.com,"Treasury Tower Lantai 1, District 8 SCBD, Jl. Jend. Sudirman No. 52 - 53",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,750.00,,,,,,,,,
HARAPAN JAYA NIKELINDO,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2706230027041,040618959*******,02122907477____,,SONA TOPAS TOWER,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,1406.00,,,,,,,,,
HENGJAYA MINERALINDO,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,8120019161561,002845977*******,02129183191,,"NOBLE HOUSE BUILDING LT.20-UNIT 6 , JL DR IDE ANAK AGUNG GDE AGUNG KAV.E.4.2 NO.2, MEGA KUNINGAN, SETIABUDI",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,5983.00,,,,,,,,,
HERBINDO LIFE SANOBAR,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1240000232424,002308454*******,0216915525,herbindolifesanobar@gmail.com,"RUKAN BATAVIA BLOK N-O JL.TIANG BENDERA V NO.41-43 , Kel. Roa Malaka, Kec. Tambora, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, Kode Pas: 11230",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,1838.00,,,,,,,,,
HOFFMEN INTERNATIONAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220105571382,002574604*******,02150105769,hoffmenpt@gmail.com,"District 8, Treasury Tower, Lantai 52, Sudirman Central Business District Lot 28, Jalan Jenderal Sudirman, Kaveling 52-53",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,585.00,,,,,,,,,
INDICO SUKSES JAYA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1508220027849,002427208*******,,ptindicosuksesjaya@gmail.com,"Gedung STC Senayan Lt.2 Ruang 89 Jl. Asia Afrika Pintu IX Gelora Senayan, Kel. Gelora, Kec. Tanah Abang, Jakarta Pusat",1,1,0,LEGAL,Nikel,,KAB. BANGGAI,1493.00,,,,,,,,,
INDOBERKAH JAYA MANDIRI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,8120004902227,031543218*******,50105669_______,indoberkahjayamandiri18@gmail.com,"District 8, Treasury Tower Lantai 52 SCBD LOT 28 Jalan Jenderal Sudirman, Kav. 52-53, Kel. Senayan, Kec. Kebayoran Baru",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,196.00,,,,,,,,,
INDUSTRI TAMBANG UTAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220908940329,002751917*******,0818101964,pt.itu2021@gmail.com,"PATRA OFFICE TOWER LANTAI 11, JL GATOT SUBROTO KAV 32-34, KUNINGAN TIMUR, SETIABUDI, JAKARTA SELATAN",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,507.00,,,,,,,,,
INTEGRA MINING NUSANTARA INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220109361192,094715275*******,,,"JL A.P PETTARANI , TAMAMAUNG, PENAKUKANG",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. BANGGAI,199.00,,,,,,,,,
ITAMATRA NUSANTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120001331838,01776385*******,021.5153533,,"APARTEMEN MUARA INDAH 1A LT.1-10. JL PLUIT KARANG BARAT. PLUIT, PENJARINGAN JAKARTA UTARA",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,974.00,,,,,,,,,
KEINZ VENTURA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,8120119122263,002932645*******,0215150508_____,,"Gedung Kirana Two Lantai 10-A, Jalan Boulevard Timur No. 88, RT. 005, RW. 002, Pegangsaan Dua, Kelapa Gading, Jakarta Utara",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,1205.00,,,,,,,,,
KENCANA BUMI MINERAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120007661081,002845940*******,02180627300,secretariat@kencana-mineral.com,"GEDUNG IMIP, JALAN BATU MULIA 8",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,2549.00,,,,,,,,,
KENCANA NUSANTARA SAKTI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0502220020074,002845947*******,0214529001,kencananusantarasakti.pt@gmail.com,JALAN KEMBANGAN KEREP NO.14 A,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,2815.00,,,,,,,,,
KIMBERWAN INTERBUANA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1289000232329,002567987*******,0216915525,kimberwaninterbuana@gmail.com,"RUKAN BATAVIA BLOK N-0 JL. TIANG BENDERA V NO. 41-43, KEL. ROA MALAKA, KEC. TAMBORA, KOTA ADM. JAKARTA BARAT, PROV. DKI JAKARTA",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,3239.00,,,,,,,,,
KONINIS FAJAR MINERAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120201391051,071598202*******,02166600035____,,"APL Tower – Central Park Lantai 16 Unit T 7, Jl.
Letjen S. Parman Kav. 28, Kel. Tanjung Duren
Selatan, Kec. Grogol Petamburan, Kota Adm.
Jakrta Barat, Prov DKI. Jakarta",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. BANGGAI,2738.00,,,,,,,,,
KURNIA DEGESS RAPTAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1216000672226,002338644*******,02157941899,mkalpsm@gmail.com,"Gedung Menara Anugrah Lantai 17 Unit B, Jalan Dr. Ide Anak Agung Gde Agung Lot. 8.6-8.7, Kel. Kuningan Timur, Kec. Setiabudi, Kota Adm. Jakarta Selatan, Prov. DKI Jakarta",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,6829.00,,,,,,,,,
LABOTA BAHODOPI SORAJAI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220200192316,074914801*******,02129670599,info.labotasorajai@gmail.com,"APL Tower 35 th Floor Suite 2, Jl. Letjen S. Parman Kav 28",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,608.00,,,,,,,,,
LAROENAI BUNGSEL SORAJAI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220201192519,074888671*******,-,info.laroenaisorajai@gmail.com,"APL Tower 35 th Floor Suite 2, Jl. Letjen S. Parman Kav 28",1,1,0,LEGAL,Nikel,,KAB. MOROWALI,256.00,,,,,,,,,
LUWUK GAS SEJATI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0701230007805,01493143*******,085234685557,pt.luwukgassejati@gmail.com,"BTN Afika Residence Blok G 30, Desa/Kelurahan Watulondo, Kec. Puuwatu, Kode Pos: 93114",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,3172.00,,,,,,,,,
MACRO PURI INDAH PERKASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120005150641,002679017*******,081342017272,,"Jl. Ahmad Yani No. 113 B, Kelurahan Bonggoeya, Kecamatan Wua-Wua, Kode Pos 93118.",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,3480.00,,,,,,,,,
MAGHANTARA MULTIMEDIA NUSAPHALA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1236000511804,001955102*******,,,"Rukan Batavia Blok N-O Jl. Tiang Bendera V No 41, Jakarta Barat, DKI Jakarta",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,2318.00,,,,,,,,,
MAHLIGAI ARTHA SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120109920958,002853256*******,082210077477,MAHLIGAISEJAHTERA95@GMAIL.COM,JL. ALAM ELOK VI NO 30 KEL PONDOK PINANG JAKARTA SELATAN 12310,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,514.00,,,,,,,,,
MAKARTI PADABAHO SORAJAI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220109142319,74896190*******,02129670599,makartisorajai@gmail.com,"APL Tower 35 th Floor Suite 2, Jl. Letjen S. Parman Kav 28",1,1,0,LEGAL,Nikel,,KAB. MOROWALI,1135.00,,,,,,,,,
MAKASSAR SUKSES SEJAHTERA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2910210033323,002853358*******,0811453595_____,makassarsuksessejahtera.office@gmail.com,"APL Tower unit OT, lantai 7 T5 Central Park Jalan Letjen S.Parman Tanjung Duren Selatan Grogol petamburan Jakarta Barat",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,1029.00,,,,,,,,,
MERPATI PRATAMA SUKSES,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1101230017101,002024394*******,,,"Jl. Lontar Raya No. 20 Kel. Kebon Melati,  Kec. Tanah Abang, Jakarta Pusat Provinsi DKI Jakarta",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. BANGGAI,2307.00,,,,,,,,,
MINERAL BUMI NUSANTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120109190632,002831084*******,02166672992____,,"KOMPLEK MITRA BAHARI, JL. PAKIN BLOK D KAVLING 15, KOTA JAKARTA UTARA, kel. Pluit, Kec Penjaringan, Kota Adm. Jakarta Utara, Provinsi DKI Jakarta",2,1,1,LEGAL,Batu Gamping; Nikel,Batuan; Mineral Logam,KAB. MOROWALI,432.00,,,,,,,,,
MITRA JAYA PERKASA ABADI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2004220056005,001884858*******,081389864989,ptmitrajayaperkasaa@gmail.com,Jalan Taman Gunawarman Timur Nomor 14,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,1086.00,,,,,,,,,
MITRA KARYA AGUNG LESTARI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120110090832,001734533*******,02129612688,,EIGHTYEIGHT@KASABLANKA OFFICE TOWER LANTAI 21 UNIT E-F JL. CASABLANCA KAV.88 RT/RW.00/00 KEL.MENTENG DALAM KEC. TEBET KOTA ADMINISTRASI JAKARTA SELATAN,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,743.00,,,,,,,,,
MULAI DARI INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2502220012101,053686012*******,,,"Jl. Keroncong Permai DP 3/9 Kel. Keroncong, Kec. Jatiuwung, Kota Tangerang",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,3147.00,,,,,,,,,
MULIA PACIFIC RESOURCES,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120209311523,02590114*******,,,"Gedung Plaza Asia. LT 6 Zona B C, Jalan Jenderal Sudirman Kav. 59, Senayan, Kebayoran Baru, Jakarta Selatan",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,4780.00,,,,,,,,,
MULIA TANGJONG,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1214000710325,002512324*******,,,"JL.GUNUNGTAMBORA NO.37,RT.III/03,NIKKEL-NUHA, Desa/Kelurahan
Nikkel, Kec. Nuha, Kab. Luwu Timur, Provinsi Sulawesi Selatan,
Kode Pos: 92983",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,1000.00,,,,,,,,,
MULTI DINAR KARYA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120118132051,002755558*******,021-6626567,,PANTAI MUTIARATOWN BLOK AG 10,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. TOJO UNA-UNA,10800.00,,,,,,,,,
MULTI MENTARI INTERNUSA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0110210015116,002409374*******,-,multi.mentari@yahoo.com,Jl. Brigjen. H. Hasan Basri ,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,856.00,,,,,,,,,
NUSA MINERAL SEMESTA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0502220020333,002845946*******,021806273000___,nusamineralsemestapt@gmail.com,"Jalan Kembangan Kerep No. 14A, Meruya Utara, Kembangan, Kota Adm. Jakarta Barat, DKI Jakarta",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,1015.00,,,,,,,,,
NUSAJAYA PERSADATAMA MANDIRI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120303611679,002695225*******,02129333203,dedy.basri@aserranpm.com,"GEDUNG OFFICE 8, LANTAI 21 UNIT E&F, SCBD LOT 28. JL. JEND. SUDIRMAN KAV. 52-53, KEBAYORAN BARU",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,1825.00,,,,,,,,,
ODDELL INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0710210012299,02389334*******,,,,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,3050.00,,,,,,,,,
OTI EYA ABADI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120200520694,002678492*******,0451422463_____,,JL. CHAERIL ANWAR NO.23 PALU - SULTENG (0451)  422463,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,3339.23,,,,,,,,,
PALU BARUGA YAKU,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0710220070137,061126545*******,,,"JL. BUMI NANGKA NO. 15, KEL. BAHONTULA, KEC. PETASIA, KAB. MOROWALI UTARA, PROV. SULAWESI TENGAH",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,249.70,,,,,,,,,
PAM MINERAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,8120314011492,02491586*******,0213453888,ptpammineraltbk@gmail.com,Jalan Batu Jajar nomor 37,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,198.00,,,,,,,,,
PANTAS INDOMINING,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1255000502307,002621268*******,,,"JL. DRS. H. ABD. SILONDAE 248, KENDARI - SULAWESI TENGGARA",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. BANGGAI,4458.00,,,,,,,,,
PENTA DHARMA KARSA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,8120003881008,002072841*******,081296101255,pendadk.pt@gmail.com,GOLD COAST OFFICE TOWER EIFFEL LANTAI 20 F,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. BANGGAI,1220.00,,,,,,,,,
PINHARD INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120107402396,002626491*******,02122907477,pt.pinhardindonesia@gmail.com,"Office EightyEight@Kasablanka, Lt. 9 Unit A, Jl. Casablanka
Kav.88",2,2,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI; KAB. MOROWALI UTARA,6813.00,,,,,,,,,
PRIMA BANGUN PERSADA NUSANTARA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120403862387,01864466*******,,,"JL. SOEKARNO NO.80, KEL. KANDAI, KEC. KENDARI 93127",2,2,0,LEGAL,Nikel,Mineral Logam,KAB. BANGGAI,7139.00,,,,,,,,,
PRIMA DHARMA KARSA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,8120006811105,084533961*******,08111737379____,,"GEDUNG STC SENAYAN LANTAI 4 RUANG 31-34, JL ASIA AFRIKA NO.8 GELORA, TANAH ABANG, JAKARTA SELATAN",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. BANGGAI,938.00,,,,,,,,,
PT MITRA SULAWESI BERSAMA,Perusahaan Umum (Perum),Sulawesi Tengah,1221000521176,76310844*******,6221-29018306,mitrasulawesibersama1988@gmail.com,"Gold Coast Office, Tower Eiffel Unit 7/D, Jalan Pantai Indah Kapuk",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,606.00,,,,,,,,,
PUTRA SULAWESI MINNING,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1238000202667,002974243*******,,Psminning194@gmail.com,"Menara BCA - Grand Indonesia Lt. 50, Jl. MH Thamrin No. 1, Jakarta Pusat",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,650.00,,,,,,,,,
PUTRI PERDANA,Perusahaan Komanditer (CV),Sulawesi Tengah,0220001390326,002518380*******,081230076813___,,"Desa Bente, Kec. Bungku Tengah, Kab. orowali, Prov. Sulawesi Tengah",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,205.60,,,,,,,,,
RAIHAN CATURPUTRA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220307122407,002028637*******,,raihancaturputra.info@gmail.com,"18 Parc Place SCBD Tower D Lt.11, Jalan Jendral Sudirman Kav.52-53",1,1,0,LEGAL,Nikel,,KAB. MOROWALI,688.00,,,,,,,,,
REZKY UTAMA,Perusahaan Komanditer (CV),Sulawesi Tengah,0220200412309,002660695*******,0811 1251 23__,fandyiriantodjujur1711@gmail.com,Komp Pemda Blok Y.2/1,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,200.00,,,,,,,,,
ROUDHOH PRATAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2308210016404,002519281*******,,,"The Honey Lady Tower Lt. 2 Unit 202-205 Jl. Pluit Selatan Raya No. 1, Kel. Penjaringan, Kec. Penjaringan.
Kode Pos: 14440",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,610.00,,,,,,,,,
SARANA ERANAS TAMBANG,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1910210015636,001323871*******,,,-,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,1060.00,,,,,,,,,
SARANA MAJU CEMERLANG,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220305261038,021051102*******,,,MENARA DAGANG NEGARA LT 9 JL MH THAMRIN NO 5 JAKARTA PUSAT,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,538.00,,,,,,,,,
SARANA MINERALINDO PERKASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,8120310052166,021034179*******,02157901102,,"PLAZA MUTIARA 18TH FLOOR, JL. DR. IDE ANAK AGUNG GDE AGUNG KAV E1.2 NO 1&2, JAKARTA SELATAN 12950, INDONESIA",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,4656.00,,,,,,,,,
SELARAS MAJU,Perusahaan Komanditer (CV),Sulawesi Tengah,9120000930881,31639415*******,081241961548,selarasmaju22@gmail.com,"Jalan Pluit Selatan Raya, Ruko CBD Pluit Blok C No.01
Kelurahan Pluit Kecamatan Penjaringan 
Jakarta Utara - 14450",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,572.00,,,,,,,,,
SINAR KARYAGAMMA PRIMATAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120200940941,001672023*******,0216915525,ptskp.ho@gmail.com,RUKAN BATAVIA BLOK O JL. TIANG BENDERA V NO.41,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,3596.00,,,,,,,,,
SINAR MAKMUR CEMERLANG,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120305402194,002681825*******,,,"WISMA 46 KOTA BNI LANTAI 11 JALAN JEND. SUDIRMAN KAV 1 KARET TENGSIN, TANAH ABANG",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. BANGGAI,3099.00,,,,,,,,,
SINOSTEEL INDONESIA MINING,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120403291383,002718216*******,622129321652___,sinosteel.indomining@gmail.com,"GEDUNG GRIYA SINTA LT.2 NO.2A, JLN. TOMANG RAYA NO.39, TOMANG, GROGOL PETAMBURAN, JAKARTA BARAT, DKI JAKARTA RAYA - 11440 / WORLD TRADE CENTER BUILDING LT.14 JL. JEND SUDIRMAN KAV.29-31 JAKARTA",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,2038.70,,,,,,,,,
SUGICO PENDRAGON ENERGI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120010140825,002192477*******,,,"Komplek Griya Kemayoran, Jalan Industri Raya Kav 9-11, R101, Kel. Gunung Sahari Utara, Kec. Sawah Besar, Jakarta Pusat 10720",2,2,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,8953.00,,,,,,,,,
SUMBER MINERAL ABADI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0290000943105,002724117*******,0213453888,sumbermineralabadipt@gmail.com,"Ruko Redtop, Jalan Pecenongan Nomor 72",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,1948.00,,,,,,,,,
SUMBER PERMATA MINERAL,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0226010220515,096704544*******,,,"JL. GUNUNG TINOMBALA NO 73, KEL. TALISE, KEC. MANTIKULORE, KOTA PALU",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,176.00,,,,,,,,,
SUMBER PERMATA SELARAS,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120400712352,002466786*******,02131997117,sumberpermataselaras@yahoo.com,"GEDUNG THE CITY TOWER LT 12 UNIT 1-S JL. MH THAMRIN NO 81, KEL. MENTENG, KEC. MENTENG, JAKARTA PUSAT",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,424.00,,,,,,,,,
SUMBER SWARNA PRATAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120007950611,031185299*******,,,KOMP. PERKANTORAN ROXY MAS BLOK B.1/16 JL. K.H. HASYIM ASHARI NO.125 JAKARTA,2,2,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI; KAB. MOROWALI UTARA,6664.00,,,,,,,,,
SURYA AMINDO PERKASA,Perusahaan Komanditer (CV),Sulawesi Tengah,1212000721235,002748104*******,,,Menara Gracia 6Th Floor Jln Rasuna Said Kav C17 Jakarta,1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,160.00,,,,,,,,,
SYNERGY BARAPRIMA GEMILANG,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120008970963,002899778*******,02150111516____,,"GOLD COAST OFFICE, TOWER LIBERTY  OTB LT5 UNIT K, JL. PANTAI INDAH KAPUK BOULEVARD, PENJARINGAN",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,1812.00,,,,,,,,,
TANJUNG BATANGA SAKTI,Perusahaan Komanditer (CV),Sulawesi Tengah,9120302980046,001795084*******,,,"Jln Trans Sulawesi, Kel Wosu, Kec Bungku Barat, Kab Morowali",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,228.70,,,,,,,,,
TEKNIK ALUM SERVICE,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,8120110102134,002642307*******,081227522788___,,"Pondok Indah Office Tower 2 Lt. 11 Suite 1101, Jl. Iskandar Muda kav. V-TA",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,1301.00,,,,,,,,,
TERATAI BINDO UTAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,2403220019538,001871251*******,,,"JL. GEDONG PANJANG II NO. 18/3.A,, Desa/Kelurahan Pekojan, Kec.
Tambora, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta,
Kode Pos: 11240",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,319.60,,,,,,,,,
TIGA BAJI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120606872092,002469802*******,0215279660_____,,"Jalan Jend Gatot Subroto Kav.27,kel.kuningan timur,kec setiabudi, Jakarta Selatan",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,199.00,,,,,,,,,
TIGA DARA,Perusahaan Komanditer (CV),Sulawesi Tengah,1288000302822,001931635*******,085241114111,tigadara444@gmail.com,JALAN SETIA BUDI NOMOR 57,1,1,0,LEGAL,Nikel,Mineral Logam,"KAB. BANGGAI, KAB. MOROWALI UTARA",1074.00,,,,,,,,,
TOPOGARO BUNGBAR SORAJAI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220202152314,074888733*******,02129670599,info.topogarobungbar@gmail.com,"APL Tower 35 th Floor Suite 2, Jl. Letjen S Parman Kav 28",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,148.80,,,,,,,,,
TOTAL PRIMA INDONESIA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,8120018193506,001813690*******,0313294680_____,,"JL. TRANS SULAWESI IPI-BUNGKU TENGAH, , Kab. Morowali, Provinsi",2,2,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI; KAB. MOROWALI UTARA,4748.00,,,,,,,,,
TRINUSA BANGUN PERKASA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,0220000882234,002343870*******,02150333129____,,"SCBD, Gedung Treasury Tower Lantai 1, Kawasan
District 8 Lot 28, Desa/Kelurahan Senayan, Kec.
Kebayoran Baru, Kota Adm. Jakarta Selatan,
Provinsi DKI Jakarta, 12190",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,1305.00,,,,,,,,,
TRINUSA DHARMA UTAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120308900654,002343871*******,,,"JL. GRAHA HARAPAN BLOK B17, NO.6, RT.06/RW.017, KEL.MUSTIKA JAYA, KEC.MUSTIKA JAYA KOTA BEKASI & JL. BILLY DAN MOON BLOK F/9 RT. 004/010 KEL. PONDOK KELAPA KEC. DUREN SAWIT, JAKARTA TIMUR",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,85.00,,,,,,,,,
USAHA KITA KINERJATAMA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,9120202982409,002053023*******,,,"MENARA IMPERIUM LT. 27 SUITE A KAV. NO. 1 JL. HR. RASUNA SAID KEL. GUNTUR JAKARTA SELATAN, TELP. 021-831066, FAX. 8317520",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI UTARA,1209.00,,,,,,,,,
VITA INDAH SEJATI,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1244000511608,002494254*******,,,"Rukan Batavia Blok N-O Jl. Tiang Bendera V No 41, Jakarta Barat, DKI Jakarta",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,993.00,,,,,,,,,
WAHIDA PERSADA,Perusahaan Perseroan Terbatas (PT),Sulawesi Tengah,1310220191704,001754040*******,,,"AKR Tower L.t 16 Unit 16A.
Jalan Panjang Nomor 5. Desa/Kel. Kebon Jeruk, Kec. Kebon Jeruk.",1,1,0,LEGAL,Nikel,Mineral Logam,KAB. MOROWALI,1386.00,,,,,,,,,
